[2018-04-07 00:15:40,953 : INFO : run.py : 41 :             <module>() ] Main started
[2018-04-07 00:16:03,853 : DEBUG : game_functions.py : 40 : check_keydown_events() ] Move top
[2018-04-07 00:16:03,941 : DEBUG : game_functions.py : 54 :   check_keyup_events() ] stop top
[2018-04-07 00:16:04,037 : DEBUG : game_functions.py : 28 : check_keydown_events() ] move left
[2018-04-07 00:16:04,117 : DEBUG : game_functions.py : 51 :   check_keyup_events() ] stop left
[2018-04-07 00:16:04,229 : DEBUG : game_functions.py : 28 : check_keydown_events() ] move left
[2018-04-07 00:16:04,317 : DEBUG : game_functions.py : 51 :   check_keyup_events() ] stop left
[2018-04-07 00:16:04,430 : DEBUG : game_functions.py : 25 : check_keydown_events() ] move right
[2018-04-07 00:16:04,454 : DEBUG : game_functions.py : 28 : check_keydown_events() ] move left
[2018-04-07 00:16:04,533 : DEBUG : game_functions.py : 51 :   check_keyup_events() ] stop left
[2018-04-07 00:16:04,613 : DEBUG : game_functions.py : 48 :   check_keyup_events() ] stop right
[2018-04-07 00:16:04,693 : DEBUG : game_functions.py : 40 : check_keydown_events() ] Move top
[2018-04-07 00:16:04,837 : DEBUG : game_functions.py : 54 :   check_keyup_events() ] stop top
[2018-04-07 00:16:04,893 : INFO : bullet.py : 25 :             __init__() ] Bullet instance
[2018-04-07 00:16:04,893 : DEBUG : game_functions.py : 34 : check_keydown_events() ] Shoot bullet
[2018-04-07 00:16:04,893 : DEBUG : game_functions.py : 28 : check_keydown_events() ] move left
[2018-04-07 00:16:04,965 : DEBUG : game_functions.py : 51 :   check_keyup_events() ] stop left
[2018-04-07 00:16:05,053 : DEBUG : game_functions.py : 40 : check_keydown_events() ] Move top
[2018-04-07 00:16:05,173 : INFO : bullet.py : 25 :             __init__() ] Bullet instance
[2018-04-07 00:16:05,174 : DEBUG : game_functions.py : 34 : check_keydown_events() ] Shoot bullet
[2018-04-07 00:16:05,213 : DEBUG : game_functions.py : 54 :   check_keyup_events() ] stop top
[2018-04-07 00:16:05,252 : DEBUG : game_functions.py : 28 : check_keydown_events() ] move left
[2018-04-07 00:16:05,373 : DEBUG : game_functions.py : 51 :   check_keyup_events() ] stop left
[2018-04-07 00:16:05,373 : INFO : bullet.py : 25 :             __init__() ] Bullet instance
[2018-04-07 00:16:05,373 : DEBUG : game_functions.py : 34 : check_keydown_events() ] Shoot bullet
[2018-04-07 00:16:05,373 : DEBUG : game_functions.py : 40 : check_keydown_events() ] Move top
[2018-04-07 00:16:05,558 : DEBUG : game_functions.py : 54 :   check_keyup_events() ] stop top
[2018-04-07 00:16:05,558 : DEBUG : game_functions.py : 25 : check_keydown_events() ] move right
[2018-04-07 00:16:05,725 : DEBUG : game_functions.py : 48 :   check_keyup_events() ] stop right
